Query	Chromosome	Start	End	Score
XM_017048825.2	JAILWY010000001.1	4930085	4930211	108.0
XM_017048824.2	JAILWY010000001.1	4930085	4930211	108.0
OQ557261.1	JAILWY010000009.1	2571995	2572737	472.0
OQ557256.1	JAILWY010000009.1	2571995	2572737	431.0
OQ557240.1	JAILWY010000009.1	2571995	2572737	464.0
OQ557239.1	JAILWY010000009.1	2572009	2572737	455.0
OQ557238.1	JAILWY010000009.1	2572106	2572737	403.0
OQ557237.1	JAILWY010000009.1	2572208	2572737	392.0
OQ557234.1	JAILWY010000009.1	2571995	2572737	486.0
OQ557233.1	JAILWY010000009.1	2571995	2572737	486.0
OQ557231.1	JAILWY010000009.1	2572057	2572737	422.0
OQ557230.1	JAILWY010000009.1	2571995	2572737	499.0
OQ557229.1	JAILWY010000009.1	2571995	2572737	497.0
OQ557228.1	JAILWY010000009.1	2571995	2572737	475.0
OQ557222.1	JAILWY010000009.1	2571995	2572737	459.0
OQ557221.1	JAILWY010000009.1	2571995	2572737	475.0
OQ557218.1	JAILWY010000009.1	2571995	2572737	464.0
OQ557217.1	JAILWY010000009.1	2571995	2572737	464.0
OQ557216.1	JAILWY010000009.1	2571995	2572737	464.0
OQ557214.1	JAILWY010000009.1	2571995	2572737	497.0
OQ557213.1	JAILWY010000009.1	2571995	2572737	497.0
OQ557212.1	JAILWY010000009.1	2572057	2572737	466.0
OQ557196.1	JAILWY010000009.1	2572004	2572737	508.0
OR030770.1	JAILWY010000009.1	2571994	2572562	553.0
OR030768.1	JAILWY010000009.1	2571994	2572565	580.0
OR030765.1	JAILWY010000009.1	2572013	2572563	536.0
OR030764.1	JAILWY010000009.1	2572013	2572565	551.0
OR030763.1	JAILWY010000009.1	2571994	2572565	597.0
OR030762.1	JAILWY010000009.1	2572013	2572565	556.0
OR030760.1	JAILWY010000009.1	2571995	2572565	595.0
OR030759.1	JAILWY010000009.1	2571995	2572565	590.0
OR030757.1	JAILWY010000009.1	2571994	2572565	575.0
OR030754.1	JAILWY010000009.1	2571994	2572565	571.0
OR078651.1	JAILWY010000009.1	2571980	2572691	351.0
MZ479202.1	JAILWY010000009.1	2572248	2572683	357.0
MZ479198.1	JAILWY010000009.1	2572248	2572683	385.0
MZ479194.1	JAILWY010000009.1	2572248	2572683	379.0
MZ479191.1	JAILWY010000009.1	2572248	2572683	357.0
MZ479190.1	JAILWY010000009.1	2572248	2572683	357.0
MZ479184.1	JAILWY010000009.1	2572248	2572683	385.0
MZ479182.1	JAILWY010000009.1	2572248	2572683	374.0
MZ479179.1	JAILWY010000009.1	2572248	2572683	357.0
MZ479178.1	JAILWY010000009.1	2572248	2572672	337.0
MZ479176.1	JAILWY010000009.1	2572248	2572683	368.0
MZ479173.1	JAILWY010000009.1	2572248	2572683	385.0
OQ605362.1	JAILWY010000009.1	2571950	2572211	147.0
OP878272.1	JAILWY010000009.1	2572279	2572644	460.0
OP878270.1	JAILWY010000009.1	2572279	2572656	383.0
OP878269.1	JAILWY010000009.1	2572279	2572656	422.0
OP878268.1	JAILWY010000009.1	2572276	2572644	446.0
OP878263.1	JAILWY010000009.1	2572276	2572649	342.0
OP878262.1	JAILWY010000009.1	2572276	2572644	422.0
OP878260.1	JAILWY010000009.1	2572279	2572656	427.0
OP878257.1	JAILWY010000009.1	2572279	2572656	388.0
OP878256.1	JAILWY010000009.1	2572279	2572644	372.0
OP878255.1	JAILWY010000009.1	2572276	2572644	366.0
OP878254.1	JAILWY010000009.1	2572276	2572644	405.0
OP878253.1	JAILWY010000009.1	2572279	2572644	460.0
OP878248.1	JAILWY010000009.1	2572276	2572644	435.0
OP878247.1	JAILWY010000009.1	2572276	2572644	411.0
OP878246.1	JAILWY010000009.1	2572279	2572644	409.0
OP878244.1	JAILWY010000009.1	2572279	2572648	418.0
OP878243.1	JAILWY010000009.1	2572279	2572644	433.0
OP878242.1	JAILWY010000009.1	2572279	2572648	401.0
OP878240.1	JAILWY010000009.1	2572279	2572648	313.0
OP878238.1	JAILWY010000009.1	2572279	2572656	416.0
OP878237.1	JAILWY010000009.1	2572279	2572650	383.0
OP878234.1	JAILWY010000009.1	2572279	2572629	283.0
OP878232.1	JAILWY010000009.1	2572279	2572644	294.0
OP878230.1	JAILWY010000009.1	2572276	2572644	374.0
OP878228.1	JAILWY010000009.1	2572279	2572641	388.0
OP878227.1	JAILWY010000009.1	2572279	2572659	409.0
OP878226.1	JAILWY010000009.1	2572279	2572644	355.0
OP878224.1	JAILWY010000009.1	2572279	2572644	405.0
OP878223.1	JAILWY010000009.1	2572279	2572644	416.0
OP878219.1	JAILWY010000009.1	2572276	2572644	405.0
OP878218.1	JAILWY010000009.1	2572279	2572648	425.0
OP878215.1	JAILWY010000009.1	2572276	2572644	427.0
OP878214.1	JAILWY010000009.1	2572276	2572648	379.0
OP878212.1	JAILWY010000009.1	2572276	2572629	327.0
OP878210.1	JAILWY010000009.1	2572279	2572649	361.0
OP878208.1	JAILWY010000009.1	2572279	2572647	433.0
OP878206.1	JAILWY010000009.1	2572279	2572649	433.0
OP878204.1	JAILWY010000009.1	2572279	2572649	392.0
OP878203.1	JAILWY010000009.1	2572276	2572644	377.0
OP878201.1	JAILWY010000009.1	2572279	2572644	427.0
OP878197.1	JAILWY010000009.1	2572279	2572649	348.0
OP878193.1	JAILWY010000009.1	2572276	2572649	403.0
OP878192.1	JAILWY010000009.1	2572276	2572647	396.0
OP878191.1	JAILWY010000009.1	2572279	2572648	396.0
OP878190.1	JAILWY010000009.1	2572279	2572656	394.0
OP878189.1	JAILWY010000009.1	2572276	2572644	366.0
OP878188.1	JAILWY010000009.1	2572279	2572644	388.0
OP878187.1	JAILWY010000009.1	2572276	2572656	401.0
OP878186.1	JAILWY010000009.1	2572279	2572644	405.0
OP878185.1	JAILWY010000009.1	2572276	2572644	448.0
OP878184.1	JAILWY010000009.1	2572276	2572646	422.0
OP878182.1	JAILWY010000009.1	2572279	2572644	399.0
OP878180.1	JAILWY010000009.1	2572279	2572644	453.0
OP878179.1	JAILWY010000009.1	2572279	2572644	372.0
OP878178.1	JAILWY010000009.1	2572279	2572656	416.0
OP878177.1	JAILWY010000009.1	2572279	2572644	418.0
OP878176.1	JAILWY010000009.1	2572276	2572656	407.0
OP878174.1	JAILWY010000009.1	2572276	2572644	424.0
OP878171.1	JAILWY010000009.1	2572276	2572644	383.0
OP878169.1	JAILWY010000009.1	2572276	2572655	442.0
OP878168.1	JAILWY010000009.1	2572276	2572649	451.0
OP878165.1	JAILWY010000009.1	2572276	2572644	366.0
OP878164.1	JAILWY010000009.1	2572279	2572644	366.0
OP878162.1	JAILWY010000009.1	2572276	2572644	385.0
OP878161.1	JAILWY010000009.1	2572279	2572656	399.0
OP878160.1	JAILWY010000009.1	2572279	2572648	399.0
OP878159.1	JAILWY010000009.1	2572276	2572644	449.0
OP878158.1	JAILWY010000009.1	2572279	2572644	392.0
OP878157.1	JAILWY010000009.1	2572276	2572646	403.0
OP878155.1	JAILWY010000009.1	2572276	2572644	383.0
OP878152.1	JAILWY010000009.1	2572276	2572644	444.0
OP878150.1	JAILWY010000009.1	2572279	2572656	377.0
OP878149.1	JAILWY010000009.1	2572279	2572644	444.0
OP878148.1	JAILWY010000009.1	2572276	2572638	350.0
OP878146.1	JAILWY010000009.1	2572279	2572602	385.0
OP878145.1	JAILWY010000009.1	2572279	2572593	333.0
OP878143.1	JAILWY010000009.1	2572279	2572608	346.0
OP878142.1	JAILWY010000009.1	2572279	2572608	399.0
OP878140.1	JAILWY010000009.1	2572279	2572627	401.0
OP878136.1	JAILWY010000009.1	2572279	2572593	339.0
OP878135.1	JAILWY010000009.1	2572279	2572575	278.0
OP878134.1	JAILWY010000009.1	2572276	2572629	411.0
OP878133.1	JAILWY010000009.1	2572279	2572626	405.0
OP878132.1	JAILWY010000009.1	2572279	2572614	405.0
OP878131.1	JAILWY010000009.1	2572279	2572629	427.0
OP878127.1	JAILWY010000009.1	2572279	2572638	405.0
OP878126.1	JAILWY010000009.1	2572279	2572623	416.0
OP878125.1	JAILWY010000009.1	2572279	2572581	372.0
OP878124.1	JAILWY010000009.1	2572279	2572644	300.0
OP878123.1	JAILWY010000009.1	2572279	2572605	339.0
OP878122.1	JAILWY010000009.1	2572279	2572623	370.0
OP878120.1	JAILWY010000009.1	2572279	2572644	416.0
OP878119.1	JAILWY010000009.1	2572279	2572629	411.0
OP878118.1	JAILWY010000009.1	2572279	2572644	411.0
OP878117.1	JAILWY010000009.1	2572279	2572644	399.0
OP878114.1	JAILWY010000009.1	2572276	2572641	436.0
OP878112.1	JAILWY010000009.1	2572279	2572617	405.0
OP878111.1	JAILWY010000009.1	2572279	2572608	388.0
OP878109.1	JAILWY010000009.1	2572279	2572617	388.0
OP878108.1	JAILWY010000009.1	2572279	2572644	416.0
OQ507218.1	JAILWY010000009.1	2572279	2572644	444.0
OQ197746.1	JAILWY010000009.1	2572010	2572689	459.0
OQ197745.1	JAILWY010000009.1	2572010	2572689	442.0
OQ197744.1	JAILWY010000009.1	2572010	2572689	442.0
OQ197743.1	JAILWY010000009.1	2572010	2572689	448.0
OQ197742.1	JAILWY010000009.1	2572010	2572689	442.0
OQ197741.1	JAILWY010000009.1	2572010	2572689	448.0
OQ197740.1	JAILWY010000009.1	2572010	2572689	448.0
OQ197739.1	JAILWY010000009.1	2572010	2572689	448.0
OQ197738.1	JAILWY010000009.1	2572010	2572689	453.0
OQ197737.1	JAILWY010000009.1	2572010	2572689	448.0
OQ197736.1	JAILWY010000009.1	2572010	2572689	453.0
OQ197735.1	JAILWY010000009.1	2572010	2572689	448.0
OQ197734.1	JAILWY010000009.1	2572010	2572689	442.0
OQ197733.1	JAILWY010000009.1	2572010	2572689	442.0
OQ197732.1	JAILWY010000009.1	2572010	2572689	442.0
OQ197731.1	JAILWY010000009.1	2572010	2572689	448.0
OQ197703.1	JAILWY010000009.1	2572010	2572689	448.0
OQ197702.1	JAILWY010000009.1	2572010	2572689	442.0
OQ197701.1	JAILWY010000009.1	2572010	2572689	403.0
OQ197700.1	JAILWY010000009.1	2572010	2572689	442.0
OQ197699.1	JAILWY010000009.1	2572010	2572689	431.0
OQ197698.1	JAILWY010000009.1	2572010	2572689	442.0
OQ197697.1	JAILWY010000009.1	2572010	2572689	436.0
OQ197696.1	JAILWY010000009.1	2572010	2572689	436.0
OQ197695.1	JAILWY010000009.1	2572010	2572689	442.0
OQ197694.1	JAILWY010000009.1	2572010	2572689	436.0
OQ197693.1	JAILWY010000009.1	2572010	2572689	436.0
OQ197692.1	JAILWY010000009.1	2572010	2572689	442.0
OQ197691.1	JAILWY010000009.1	2572010	2572689	436.0
OQ197690.1	JAILWY010000009.1	2572010	2572689	436.0
OQ197689.1	JAILWY010000009.1	2572010	2572689	448.0
OQ197688.1	JAILWY010000009.1	2572010	2572689	431.0
OQ197687.1	JAILWY010000009.1	2572010	2572689	436.0
OQ197686.1	JAILWY010000009.1	2572010	2572689	436.0
OQ197685.1	JAILWY010000009.1	2572010	2572689	436.0
OQ197684.1	JAILWY010000009.1	2572010	2572689	442.0
OQ197683.1	JAILWY010000009.1	2572010	2572689	442.0
MZ836758.1	JAILWY010000009.1	2571959	2572530	586.0
MZ836748.1	JAILWY010000009.1	2571959	2572530	664.0
MZ836746.1	JAILWY010000009.1	2571959	2572530	586.0
MZ836704.1	JAILWY010000009.1	2571959	2572530	592.0
MZ836702.1	JAILWY010000009.1	2571959	2572527	619.0
MZ836688.1	JAILWY010000009.1	2571959	2572530	586.0
MZ836687.1	JAILWY010000009.1	2571959	2572530	636.0
MZ836686.1	JAILWY010000009.1	2571959	2572530	647.0
MZ836683.1	JAILWY010000009.1	2571959	2572530	597.0
MZ836671.1	JAILWY010000009.1	2571959	2572530	580.0
MZ836667.1	JAILWY010000009.1	2571959	2572530	592.0
MZ836664.1	JAILWY010000009.1	2571959	2572530	592.0
MZ836663.1	JAILWY010000009.1	2571959	2572530	597.0
MZ836652.1	JAILWY010000009.1	2571959	2572530	592.0
MZ836650.1	JAILWY010000009.1	2571959	2572530	586.0
MZ836645.1	JAILWY010000009.1	2571959	2572530	636.0
MZ836642.1	JAILWY010000009.1	2571959	2572530	665.0
ON551409.1	JAILWY010000009.1	2571961	2572716	505.0
OK483677.1	JAILWY010000009.1	2571899	2572446	448.0
OK483676.1	JAILWY010000009.1	2571899	2572434	446.0
OK483675.1	JAILWY010000009.1	2571899	2572434	459.0
OK483674.1	JAILWY010000009.1	2571899	2572434	455.0
OK483673.1	JAILWY010000009.1	2571899	2572434	453.0
OK483672.1	JAILWY010000009.1	2571899	2572380	453.0
OK483671.1	JAILWY010000009.1	2571899	2572434	459.0
OK483670.1	JAILWY010000009.1	2571899	2572430	457.0
OK483669.1	JAILWY010000009.1	2571899	2572430	457.0
OK483668.1	JAILWY010000009.1	2571899	2572430	435.0
OK483667.1	JAILWY010000009.1	2571899	2572430	462.0
OK483666.1	JAILWY010000009.1	2571899	2572434	420.0
OK483665.1	JAILWY010000009.1	2571899	2572443	492.0
OK483664.1	JAILWY010000009.1	2571899	2572430	451.0
OK483663.1	JAILWY010000009.1	2571899	2572434	448.0
OK483662.1	JAILWY010000009.1	2571899	2572430	457.0
OK483661.1	JAILWY010000009.1	2571899	2572401	449.0
OK483660.1	JAILWY010000009.1	2571899	2572380	448.0
OK483659.1	JAILWY010000009.1	2571899	2572443	503.0
OK483658.1	JAILWY010000009.1	2571899	2572430	431.0
OK483657.1	JAILWY010000009.1	2571899	2572434	466.0
OK483656.1	JAILWY010000009.1	2571899	2572380	453.0
OK483653.1	JAILWY010000009.1	2571907	2572434	440.0
OK483652.1	JAILWY010000009.1	2571907	2572380	438.0
OK483648.1	JAILWY010000009.1	2571902	2572354	348.0
OK483647.1	JAILWY010000009.1	2571899	2572429	455.0
OK483646.1	JAILWY010000009.1	2571899	2572429	455.0
OK483645.1	JAILWY010000009.1	2571899	2572430	473.0
OK483644.1	JAILWY010000009.1	2571899	2572434	446.0
OK483643.1	JAILWY010000009.1	2571899	2572288	344.0
OK483642.1	JAILWY010000009.1	2571899	2572380	425.0
OK483641.1	JAILWY010000009.1	2571899	2572380	448.0
OK483640.1	JAILWY010000009.1	2571899	2572380	448.0
OK483639.1	JAILWY010000009.1	2571899	2572434	425.0
OK483638.1	JAILWY010000009.1	2571899	2572434	449.0
OK483636.1	JAILWY010000009.1	2571899	2572443	486.0
MZ798168.1	JAILWY010000009.1	2572279	2572663	353.0
MZ798167.1	JAILWY010000009.1	2572279	2572663	385.0
MZ119965.1	JAILWY010000009.1	2572111	2572497	327.0
MZ119963.1	JAILWY010000009.1	2572111	2572497	366.0
MZ119962.1	JAILWY010000009.1	2572111	2572497	300.0
MZ119960.1	JAILWY010000009.1	2572087	2572497	394.0
MZ119959.1	JAILWY010000009.1	2572111	2572497	372.0
MZ119955.1	JAILWY010000009.1	2572111	2572494	339.0
MZ119952.1	JAILWY010000009.1	2572111	2572497	333.0
MZ119949.1	JAILWY010000009.1	2572091	2572497	370.0
MZ119948.1	JAILWY010000009.1	2572111	2572497	283.0
MZ119947.1	JAILWY010000009.1	2572111	2572497	311.0
MZ119942.1	JAILWY010000009.1	2572111	2572497	366.0
MZ119941.1	JAILWY010000009.1	2572112	2572497	331.0
MZ119940.1	JAILWY010000009.1	2572091	2572497	420.0
MZ119938.1	JAILWY010000009.1	2572111	2572497	305.0
MZ119936.1	JAILWY010000009.1	2572091	2572497	320.0
MZ119935.1	JAILWY010000009.1	2572111	2572497	311.0
MZ119934.1	JAILWY010000009.1	2572111	2572497	316.0
MZ119930.1	JAILWY010000009.1	2572091	2572497	431.0
MZ119928.1	JAILWY010000009.1	2572111	2572497	305.0
MZ119926.1	JAILWY010000009.1	2572091	2572497	326.0
MZ119922.1	JAILWY010000009.1	2572091	2572497	348.0
MZ119921.1	JAILWY010000009.1	2572091	2572497	348.0
MZ119919.1	JAILWY010000009.1	2572111	2572497	322.0
MZ119917.1	JAILWY010000009.1	2572111	2572401	272.0
MZ119912.1	JAILWY010000009.1	2572111	2572497	311.0
MZ119911.1	JAILWY010000009.1	2572111	2572497	327.0
MZ119910.1	JAILWY010000009.1	2572091	2572497	431.0
MZ119908.1	JAILWY010000009.1	2572091	2572497	348.0
MZ119907.1	JAILWY010000009.1	2572111	2572497	339.0
MZ119906.1	JAILWY010000009.1	2572111	2572497	361.0
MZ119903.1	JAILWY010000009.1	2572091	2572497	420.0
MZ119901.1	JAILWY010000009.1	2572111	2572497	272.0
MZ119899.1	JAILWY010000009.1	2572111	2572497	322.0
MZ119897.1	JAILWY010000009.1	2572111	2572497	327.0
ON379536.1	JAILWY010000009.1	2571994	2572569	621.0
ON379535.1	JAILWY010000009.1	2572001	2572574	597.0
ON379534.1	JAILWY010000009.1	2571994	2572569	643.0
ON379533.1	JAILWY010000009.1	2571994	2572569	617.0
ON379532.1	JAILWY010000009.1	2571927	2572600	747.0
ON379531.1	JAILWY010000009.1	2571929	2572569	675.0
ON379530.1	JAILWY010000009.1	2571927	2572595	662.0
ON379529.1	JAILWY010000009.1	2571927	2572595	676.0
ON379528.1	JAILWY010000009.1	2571927	2572595	665.0
ON379527.1	JAILWY010000009.1	2571927	2572600	680.0
ON379525.1	JAILWY010000009.1	2571927	2572595	699.0
ON379524.1	JAILWY010000009.1	2571997	2572595	592.0
ON379523.1	JAILWY010000009.1	2571927	2572595	699.0
ON379522.1	JAILWY010000009.1	2571927	2572595	701.0
ON379521.1	JAILWY010000009.1	2571927	2572595	682.0
ON379520.1	JAILWY010000009.1	2571974	2572569	597.0
ON379519.1	JAILWY010000009.1	2571994	2572569	638.0
ON379518.1	JAILWY010000009.1	2571994	2572545	599.0
ON379517.1	JAILWY010000009.1	2571929	2572600	678.0
ON379515.1	JAILWY010000009.1	2571927	2572595	671.0
ON379512.1	JAILWY010000009.1	2571995	2572576	577.0
ON379509.1	JAILWY010000009.1	2571927	2572595	688.0
ON379508.1	JAILWY010000009.1	2571927	2572580	693.0
ON379507.1	JAILWY010000009.1	2571927	2572580	678.0
ON379506.1	JAILWY010000009.1	2571994	2572569	649.0
ON379502.1	JAILWY010000009.1	2571995	2572569	647.0
ON379501.1	JAILWY010000009.1	2571998	2572569	658.0
ON379499.1	JAILWY010000009.1	2571927	2572595	699.0
ON379497.1	JAILWY010000009.1	2571927	2572600	758.0
ON379496.1	JAILWY010000009.1	2571927	2572600	713.0
ON379495.1	JAILWY010000009.1	2571927	2572600	713.0
ON379494.1	JAILWY010000009.1	2571927	2572545	678.0
ON379493.1	JAILWY010000009.1	2571927	2572600	702.0
ON379480.1	JAILWY010000009.1	2571927	2572600	719.0
ON379478.1	JAILWY010000009.1	2571994	2572574	654.0
ON379475.1	JAILWY010000009.1	2571927	2572600	741.0
ON379470.1	JAILWY010000009.1	2571994	2572569	599.0
ON379468.1	JAILWY010000009.1	2571927	2572600	630.0
MZ648006.1	JAILWY010000009.1	2571862	2572746	776.0
OK181261.1	JAILWY010000009.1	2571961	2572710	433.0
OK181245.1	JAILWY010000009.1	2571961	2572716	510.0
MT010259.1	JAILWY010000009.1	2571995	2572710	664.0
MT010244.1	JAILWY010000009.1	2571995	2572710	619.0
MT010243.1	JAILWY010000009.1	2571995	2572710	566.0
MT010241.1	JAILWY010000009.1	2571995	2572710	625.0
MT010239.1	JAILWY010000009.1	2571995	2572716	643.0
MT010238.1	JAILWY010000009.1	2571995	2572710	603.0
MT010234.1	JAILWY010000009.1	2571995	2572710	664.0
MT010232.1	JAILWY010000009.1	2571995	2572716	625.0
MT010231.1	JAILWY010000009.1	2571995	2572710	619.0
MT010224.1	JAILWY010000009.1	2571995	2572710	664.0
MN185531.1	JAILWY010000009.1	2571998	2572704	350.0
MN185528.1	JAILWY010000009.1	2571995	2572716	534.0
MN185500.1	JAILWY010000009.1	2571996	2572716	556.0
MN185499.1	JAILWY010000009.1	2571996	2572716	568.0
MZ393280.1	JAILWY010000009.1	2571949	2572710	682.0
MZ393279.1	JAILWY010000009.1	2571949	2572691	680.0
MZ393278.1	JAILWY010000009.1	2571949	2572691	680.0
MZ393277.1	JAILWY010000009.1	2571949	2572710	682.0
MZ393276.1	JAILWY010000009.1	2571949	2572691	680.0
MZ393275.1	JAILWY010000009.1	2571949	2572710	682.0
MZ393274.1	JAILWY010000009.1	2571949	2572710	682.0
MZ393273.1	JAILWY010000009.1	2571950	2572691	678.0
MZ393272.1	JAILWY010000009.1	2571949	2572710	682.0
MZ393271.1	JAILWY010000009.1	2571949	2572710	682.0
MZ393270.1	JAILWY010000009.1	2571949	2572710	682.0
MZ393269.1	JAILWY010000009.1	2571949	2572710	676.0
MZ393268.1	JAILWY010000009.1	2571949	2572710	682.0
MZ393267.1	JAILWY010000009.1	2571949	2572710	682.0
MZ393266.1	JAILWY010000009.1	2571949	2572710	682.0
MZ393265.1	JAILWY010000009.1	2571949	2572710	682.0
MZ393264.1	JAILWY010000009.1	2571949	2572710	682.0
MZ393263.1	JAILWY010000009.1	2571949	2572691	680.0
MZ393262.1	JAILWY010000009.1	2571949	2572710	682.0
MZ393261.1	JAILWY010000009.1	2571949	2572710	682.0
MZ393260.1	JAILWY010000009.1	2571951	2572691	676.0
MZ393259.1	JAILWY010000009.1	2571949	2572710	682.0
MZ393258.1	JAILWY010000009.1	2571949	2572691	680.0
MZ393257.1	JAILWY010000009.1	2571949	2572710	682.0
MZ393256.1	JAILWY010000009.1	2571949	2572691	680.0
MZ393254.1	JAILWY010000009.1	2571949	2572710	682.0
MZ393253.1	JAILWY010000009.1	2571949	2572710	682.0
MZ393252.1	JAILWY010000009.1	2571949	2572710	682.0
MZ393244.1	JAILWY010000009.1	2571949	2572691	569.0
MZ393243.1	JAILWY010000009.1	2571949	2572691	569.0
MZ393242.1	JAILWY010000009.1	2571949	2572691	569.0
MZ393241.1	JAILWY010000009.1	2571949	2572691	569.0
MZ393240.1	JAILWY010000009.1	2571949	2572691	569.0
MZ393239.1	JAILWY010000009.1	2571949	2572691	569.0
MZ393238.1	JAILWY010000009.1	2571949	2572691	569.0
MZ393237.1	JAILWY010000009.1	2571949	2572691	569.0
MZ393236.1	JAILWY010000009.1	2571949	2572691	569.0
MZ393235.1	JAILWY010000009.1	2571949	2572691	569.0
MZ393234.1	JAILWY010000009.1	2571949	2572691	569.0
MZ393233.1	JAILWY010000009.1	2571949	2572691	569.0
MZ393232.1	JAILWY010000009.1	2571949	2572691	569.0
MZ393231.1	JAILWY010000009.1	2571949	2572691	569.0
MZ393230.1	JAILWY010000009.1	2571949	2572691	569.0
MZ393229.1	JAILWY010000009.1	2571949	2572691	569.0
MZ393228.1	JAILWY010000009.1	2571949	2572691	569.0
MZ393227.1	JAILWY010000009.1	2571949	2572691	569.0
MZ393226.1	JAILWY010000009.1	2571949	2572691	569.0
MZ393225.1	JAILWY010000009.1	2571949	2572691	569.0
MZ393224.1	JAILWY010000009.1	2571949	2572691	569.0
MZ393223.1	JAILWY010000009.1	2571949	2572691	569.0
MZ393222.1	JAILWY010000009.1	2571949	2572691	569.0
MZ393221.1	JAILWY010000009.1	2571949	2572691	569.0
MZ393220.1	JAILWY010000009.1	2571949	2572691	569.0
MZ393219.1	JAILWY010000009.1	2571949	2572691	569.0
MZ398106.1	JAILWY010000009.1	2571871	2572777	545.0
MT191661.1	JAILWY010000009.1	2572093	2572503	333.0
MK838504.1	JAILWY010000009.1	2571995	2572716	520.0
MT023063.1	JAILWY010000009.1	2571865	2572765	795.0
MT166278.1	JAILWY010000009.1	2571996	2572689	678.0
MT801172.1	JAILWY010000009.1	2571988	2572710	682.0
MT801166.1	JAILWY010000009.1	2571997	2572656	676.0
MT801159.1	JAILWY010000009.1	2572073	2572638	470.0
MW318159.1	JAILWY010000009.1	2571899	2572434	414.0
MW318158.1	JAILWY010000009.1	2571899	2572162	285.0
MW318152.1	JAILWY010000009.1	2571899	2572446	586.0
MW318151.1	JAILWY010000009.1	2571899	2572495	597.0
MW318149.1	JAILWY010000009.1	2571899	2572495	527.0
MW318145.1	JAILWY010000009.1	2571899	2572389	459.0
MW318143.1	JAILWY010000009.1	2571899	2572429	481.0
MW318142.1	JAILWY010000009.1	2571909	2572429	449.0
MW318141.1	JAILWY010000009.1	2571979	2572429	370.0
MW318138.1	JAILWY010000009.1	2571909	2572482	532.0
MW318137.1	JAILWY010000009.1	2571899	2572440	588.0
MW318136.1	JAILWY010000009.1	2571899	2572446	531.0
MW318135.1	JAILWY010000009.1	2571907	2572482	555.0
MW318134.1	JAILWY010000009.1	2571899	2572480	566.0
MW318133.1	JAILWY010000009.1	2571899	2572429	547.0
MW318132.1	JAILWY010000009.1	2571899	2572238	396.0
MW318131.1	JAILWY010000009.1	2571899	2572482	636.0
MW318130.1	JAILWY010000009.1	2571899	2572449	599.0
MW318128.1	JAILWY010000009.1	2571939	2572429	396.0
MW318127.1	JAILWY010000009.1	2571909	2572429	446.0
MW318126.1	JAILWY010000009.1	2571899	2572434	503.0
MW318125.1	JAILWY010000009.1	2571971	2572429	368.0
MW318123.1	JAILWY010000009.1	2571899	2572482	632.0
MW318122.1	JAILWY010000009.1	2571899	2572495	625.0
MW318121.1	JAILWY010000009.1	2571899	2572401	409.0
MW318120.1	JAILWY010000009.1	2571899	2572401	453.0
MW318119.1	JAILWY010000009.1	2571909	2572401	446.0
MW318116.1	JAILWY010000009.1	2571899	2572434	411.0
MW318115.1	JAILWY010000009.1	2571899	2572494	619.0
MW318108.1	JAILWY010000009.1	2571899	2572377	494.0
MW318107.1	JAILWY010000009.1	2571899	2572434	422.0
MW318106.1	JAILWY010000009.1	2571899	2572494	647.0
MW318105.1	JAILWY010000009.1	2571899	2572430	590.0
MW318104.1	JAILWY010000009.1	2571899	2572455	597.0
MW318103.1	JAILWY010000009.1	2571899	2572377	544.0
MW318102.1	JAILWY010000009.1	2571899	2572150	303.0
MW318101.1	JAILWY010000009.1	2571899	2572480	632.0
MW318097.1	JAILWY010000009.1	2571899	2572478	597.0
MW318096.1	JAILWY010000009.1	2571899	2572480	627.0
MW318095.1	JAILWY010000009.1	2571899	2572446	575.0
MW318094.1	JAILWY010000009.1	2571899	2572446	614.0
MW318093.1	JAILWY010000009.1	2571899	2572458	608.0
MW318091.1	JAILWY010000009.1	2571899	2572446	625.0
MW086339.1	JAILWY010000009.1	2571899	2572440	588.0
MW086338.1	JAILWY010000009.1	2571899	2572495	625.0
MW086337.1	JAILWY010000009.1	2571899	2572446	575.0
MW086336.1	JAILWY010000009.1	2571899	2572446	614.0
MW086335.1	JAILWY010000009.1	2571899	2572495	597.0
MW086334.1	JAILWY010000009.1	2571899	2572482	632.0
MW086333.1	JAILWY010000009.1	2571899	2572446	503.0
MW086332.1	JAILWY010000009.1	2571899	2572495	527.0
MW086330.1	JAILWY010000009.1	2571899	2572401	512.0
MW086329.1	JAILWY010000009.1	2571899	2572162	285.0
MW086321.1	JAILWY010000009.1	2571899	2572401	508.0
MW086319.1	JAILWY010000009.1	2571899	2572446	586.0
MN326837.1	JAILWY010000009.1	2571997	2572710	640.0
MN326836.1	JAILWY010000009.1	2571997	2572710	660.0
MN326835.1	JAILWY010000009.1	2571997	2572710	673.0
MN326834.1	JAILWY010000009.1	2571998	2572710	641.0
MN752830.1	JAILWY010000009.1	2571899	2572429	483.0
MN752829.1	JAILWY010000009.1	2571899	2572429	488.0
MN752827.1	JAILWY010000009.1	2571899	2572429	486.0
MN752826.1	JAILWY010000009.1	2571899	2572429	466.0
KX947266.1	JAILWY010000009.1	2571899	2572446	601.0
KX947265.1	JAILWY010000009.1	2571899	2572481	564.0
KX947264.1	JAILWY010000009.1	2571899	2572479	580.0
KX947261.1	JAILWY010000009.1	2571899	2572482	662.0
KX947260.1	JAILWY010000009.1	2571899	2572454	621.0
