gene_id,gene_start,gene_end,kinase_chromosome,kinase_start,kinase_end,kinase_query
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2571985,2572649,OM829035.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2571986,2572644,OM829033.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2571986,2572644,OM829032.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2571987,2572659,OM829031.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2571987,2572566,OM829030.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2571987,2572649,OM829029.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2571987,2572649,OM829026.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2571987,2572649,OM829001.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2571987,2572649,OM828999.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2571985,2572649,OM828998.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2571985,2572649,OM828997.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2571988,2572649,OM828996.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2571987,2572649,OM828995.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2571985,2572649,OM828994.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2571987,2572649,OM828993.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2571987,2572649,OM828991.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2571985,2572649,OM828990.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2571987,2572649,OM828989.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2571987,2572649,OM828988.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2571985,2572649,OM828987.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2571986,2572649,OM828969.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2571987,2572649,OM828968.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2571986,2572649,OM828967.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2571986,2572649,OM828966.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2571986,2572649,OM828965.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2571986,2572649,OM828964.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2571986,2572649,OM828963.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2571986,2572649,OM828962.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2571986,2572649,OM828960.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2571986,2572649,OM828956.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2571987,2572649,OM828938.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2571985,2572644,OM828937.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2571985,2572644,OM828936.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2571987,2572644,OM828935.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2571987,2572644,OM828933.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2571987,2572644,OM828932.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2571987,2572644,OM828930.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2571985,2572644,OM828929.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2571985,2572649,OM828928.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2571985,2572649,OM828927.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2571987,2572649,OM828926.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2571987,2572649,OM828925.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2571987,2572649,OM828924.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2571865,2572765,MN535016.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2571946,2572548,EU329144.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2571949,2572548,EU329143.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2571949,2572548,EU329141.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2571949,2572548,EU329131.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2571949,2572548,EU329123.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2571949,2572548,EU329119.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2571949,2572548,EU329115.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2571949,2572548,EU329114.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2571949,2572548,EU329113.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2571949,2572548,EU329112.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2572231,2572578,KU671662.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2571862,2572731,GQ851626.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2571862,2572766,KC262642.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2571862,2572764,JQ088102.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2571865,2572765,HQ214154.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2571865,2572765,HQ214153.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2571865,2572765,HQ214152.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2571865,2572765,HQ214151.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2571865,2572765,HQ214150.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2571865,2572765,HQ214149.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2571865,2572765,HQ214148.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2571865,2572765,HQ214147.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2571865,2572765,HQ214146.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2571865,2572765,HQ214145.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2571865,2572765,HQ214144.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2571865,2572765,HQ214143.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2571865,2572765,HQ214142.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2571865,2572765,HQ214141.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2571865,2572765,HQ214140.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2571865,2572765,HQ214138.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2571865,2572765,HQ214137.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2571865,2572765,HQ214136.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2571865,2572731,JN655170.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2571865,2572758,AF167313.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2571865,2572758,AF233355.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2572097,2572455,OL175089.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2572094,2572497,OL175087.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2572121,2572464,OL175083.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2572094,2572497,OL175080.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2572094,2572497,OL175077.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2572094,2572497,OL175074.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2572111,2572497,OL175059.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2572094,2572497,OL175058.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2572094,2572497,OL175057.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2572111,2572497,OL175054.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2572094,2572497,OL175052.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2572094,2572497,OL175046.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2572094,2572497,OL175017.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2572094,2572497,OL175009.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2572094,2572497,OL175008.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2572094,2572497,OL175005.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2572094,2572497,OL174997.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2572094,2572497,OL174991.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2572094,2572497,OL174990.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2572094,2572497,OL174988.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2572094,2572497,OL174987.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2572094,2572497,OL174982.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2572094,2572497,OL174977.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2572094,2572494,OL174974.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2572094,2572497,OL174973.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2572094,2572497,OL174958.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2572094,2572497,OL174952.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2572094,2572497,OL174915.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2572094,2572491,OL174908.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2572094,2572497,OL174906.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2572094,2572497,OL174899.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2572094,2572497,OL174898.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2572094,2572497,OL174896.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2572094,2572497,OL174892.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2572094,2572497,OL174885.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2572094,2572494,OL174882.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2572094,2572497,OL174875.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2572111,2572497,OL174868.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2572094,2572497,OL174866.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2572094,2572497,OL174864.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2572094,2572497,OL174862.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2572094,2572482,OL174857.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2572094,2572482,OL174856.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2572094,2572494,OL174852.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2572094,2572497,OL174850.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2572094,2572497,OL174849.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2572094,2572497,OL174848.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2572094,2572497,OL174847.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2572094,2572497,OL174844.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2572094,2572494,OL174843.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2572094,2572497,OL174839.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2572094,2572497,OL174838.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2572094,2572497,OL174829.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2572094,2572497,OL174828.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2572094,2572497,OL174826.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2572094,2572497,OL174825.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2572094,2572497,OL174824.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2572094,2572497,OL174821.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2572094,2572497,OL174809.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2572094,2572497,OL174808.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2572094,2572497,OL174807.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2572094,2572497,OL174802.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2572094,2572497,OL174800.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2572094,2572497,OL174799.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2572094,2572497,OL174798.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2572094,2572395,OL174797.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2572094,2572497,OL174796.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2572094,2572497,OL174793.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2572094,2572497,OL174792.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2572094,2572497,OL174791.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2572094,2572497,OL174790.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2572094,2572497,OL174789.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2572094,2572497,OL174786.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2572094,2572497,OL174784.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2572094,2572482,OL174783.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2572094,2572482,OL174782.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2572094,2572497,OL174779.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2572094,2572479,OL174769.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2572094,2572497,OL174747.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2572094,2572497,OL174746.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2572094,2572473,OL174745.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2572094,2572497,OL174744.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2572094,2572497,OL174743.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2572111,2572497,OL174739.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2572094,2572497,OL174738.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2572094,2572497,OL174736.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2572111,2572458,OL174732.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2572094,2572497,OL174729.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2572094,2572497,OL174728.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2572094,2572482,OL174727.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2572094,2572497,OL174726.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2572094,2572497,OL174725.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2572094,2572497,OL174724.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2572094,2572497,OL174712.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2572094,2572497,OL174710.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2572094,2572497,OL174709.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2572094,2572497,OL174707.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2572111,2572497,OL174701.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2572094,2572497,OL174700.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2572094,2572497,OL174687.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2572094,2572497,OL174679.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2572094,2572497,OL174673.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2572094,2572497,OL174659.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2572094,2572497,OL174648.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2572094,2572497,OL174645.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2572094,2572482,OL174640.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2572094,2572497,OL174630.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2572094,2572497,OL174626.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2572094,2572497,OL174620.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2572094,2572497,OL174617.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2572094,2572497,OL174613.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2572094,2572497,OL174612.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2572094,2572497,OL174611.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2572094,2572497,OL174600.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2572094,2572497,OL174598.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2572094,2572497,OL174589.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2572094,2572497,OL174587.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2572094,2572497,OL174585.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2572094,2572497,OL174584.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2572094,2572497,OL174582.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2572094,2572497,OL174581.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2572094,2572497,OL174573.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2572094,2572497,OL174572.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2572094,2572497,OL174571.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2572094,2572497,OL174567.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2572094,2572497,OL174564.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2572094,2572497,OL174563.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2572094,2572497,OL174562.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2572094,2572497,OL174561.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2572094,2572497,OL174560.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2572094,2572497,OL174554.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2572094,2572497,OL174549.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2572094,2572497,OL174547.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2572094,2572497,OL174542.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2572094,2572497,OL174541.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2572094,2572497,OL174540.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2572094,2572497,OL174539.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2572094,2572497,OL174537.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2572094,2572497,OL174535.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2572094,2572494,OL174533.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2572094,2572497,OL174530.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2572094,2572497,OL174526.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2572094,2572497,OL174523.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2572094,2572491,OL174522.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2572094,2572497,OL174516.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2572094,2572497,OL174512.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2572094,2572494,OL174504.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2572094,2572494,OL174503.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2572094,2572497,OL174502.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2572094,2572497,OL174501.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2572094,2572497,OL174500.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2572094,2572497,OL174498.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2572094,2572497,OL174495.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2572094,2572497,OL174494.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2572094,2572497,OL174485.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2572094,2572497,OL174477.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2572094,2572497,OL174476.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2572094,2572497,OL174474.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2572094,2572497,OL174473.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2572094,2572497,OL174472.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2572094,2572497,OL174471.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2572094,2572497,OL174467.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2572094,2572497,OL174463.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2572094,2572497,OL174460.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2572094,2572497,OL174457.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2572094,2572497,OL174440.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2572094,2572497,OL174430.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2572094,2572497,OL174429.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2572094,2572497,OL174425.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2572094,2572497,OL174422.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2572094,2572497,OL174416.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2572094,2572497,OL174415.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2572094,2572497,OL174401.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2572094,2572497,OL174398.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2572094,2572497,OL174393.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2572094,2572497,OL174391.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2572094,2572497,OL174384.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2572094,2572497,OL174380.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2572094,2572497,OL174377.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2572094,2572497,OL174374.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2572094,2572497,OL174370.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2572094,2572497,OL174364.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2572094,2572497,OL174362.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2572094,2572497,OL174355.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2572094,2572497,OL174347.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2572094,2572476,OL174341.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2572094,2572497,OL174309.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2572094,2572497,OL174307.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2572094,2572497,OL174303.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2572094,2572497,OL174297.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2572111,2572497,OL174294.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2572094,2572497,OL174293.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2572094,2572473,OL174287.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2572094,2572497,OL174286.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2572094,2572497,OL174284.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2572094,2572497,OL174283.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2572094,2572497,OL174281.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2572094,2572497,OL174280.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2572094,2572497,OL174279.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2572094,2572497,OL174278.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2572094,2572497,OL174277.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2572094,2572497,OL174276.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2572094,2572497,OL174274.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2572094,2572497,OL174273.1
JAILWY010000009.1.g5282,2571862,2575378,JAILWY010000009.1,2572094,2572497,OL174267.1
